epoch,train_mse_uts,train_mse_fs,full_mae_uts,full_mae_fs,full_score
1409,0.01674179,0.03857564,0.06834328,0.11947048,0.18781377
1410,0.01778406,0.04353816,0.06946483,0.12033054,0.18979537
1411,0.01517219,0.04076669,0.07133659,0.12235801,0.19369460
1412,0.01673123,0.04256624,0.06772432,0.12261581,0.19034013
1413,0.01633181,0.04209385,0.06727373,0.12204424,0.18931797
1414,0.01769103,0.04168651,0.07100575,0.12204204,0.19304779
1415,0.01726527,0.04188257,0.06899623,0.12146823,0.19046446
1416,0.01661603,0.04290453,0.06777522,0.12072992,0.18850514
1417,0.01576217,0.04426086,0.06961634,0.12258440,0.19220074
1418,0.01727864,0.04123300,0.07171529,0.12453533,0.19625062
1419,0.01574994,0.04430890,0.07002310,0.12156136,0.19158447
1420,0.01702126,0.04290180,0.06887323,0.12011346,0.18898670
1421,0.01708672,0.04027754,0.06745563,0.12030108,0.18775671
1422,0.01654899,0.04059551,0.06712063,0.12052854,0.18764918
1423,0.01637333,0.04290124,0.06793100,0.11943959,0.18737058
1424,0.01762770,0.03861781,0.06777313,0.11894982,0.18672294
1425,0.01728235,0.04095038,0.06887687,0.12028507,0.18916194
1426,0.01616488,0.03953394,0.06983214,0.12193375,0.19176589
1427,0.01645951,0.04561988,0.07064620,0.12278946,0.19343565
1428,0.01649928,0.04071386,0.06924878,0.12103120,0.19027998
1429,0.01570043,0.04133246,0.06692293,0.12010638,0.18702930
1430,0.01774326,0.04056222,0.06605192,0.11957888,0.18563080
1431,0.01480430,0.03959375,0.06750019,0.11924273,0.18674292
1432,0.01682819,0.04441851,0.06735925,0.11871937,0.18607862
1433,0.01572731,0.04633606,0.06734668,0.11937587,0.18672255
1434,0.01512534,0.04168184,0.06770434,0.12130300,0.18900734
1435,0.01599390,0.04205017,0.06812447,0.12242635,0.19055081
1436,0.01678461,0.04155229,0.06697095,0.12043428,0.18740523
1437,0.01619853,0.04320260,0.06839986,0.12004554,0.18844540
1438,0.01618768,0.04254992,0.07065932,0.11953418,0.19019350
1439,0.01734651,0.04071106,0.06820575,0.12004179,0.18824754
1440,0.01661131,0.04556099,0.06863585,0.11973675,0.18837260
1441,0.01607621,0.04649997,0.06918461,0.11955677,0.18874138
1442,0.01536187,0.04753058,0.06907577,0.12014358,0.18921936
1443,0.01570362,0.04287564,0.06812716,0.12129310,0.18942025
1444,0.01603266,0.04639935,0.06993648,0.12154957,0.19148605
1445,0.01846398,0.04924659,0.06898784,0.12176208,0.19074992
1446,0.01653918,0.04528911,0.06766025,0.12506169,0.19272194
1447,0.01684830,0.04261070,0.06685670,0.12591302,0.19276972
1448,0.01522859,0.04165924,0.06706927,0.12273975,0.18980902
1449,0.01719736,0.04566024,0.06703707,0.12077738,0.18781445
1450,0.01624210,0.04491607,0.06785358,0.11935665,0.18721022
1451,0.01718954,0.04329665,0.06813184,0.11889111,0.18702295
1452,0.02006014,0.04483006,0.06594849,0.11850450,0.18445299
1453,0.01550095,0.04501037,0.06833764,0.11927300,0.18761064
1454,0.01609453,0.04382391,0.06877359,0.12418696,0.19296055
1455,0.01701733,0.04005884,0.06703901,0.12901336,0.19605237
1456,0.01546623,0.04703751,0.06991928,0.12932771,0.19924700
1457,0.01586870,0.04402156,0.07180999,0.12748538,0.19929537
1458,0.01692181,0.04258949,0.06956246,0.12305870,0.19262116
1459,0.01531404,0.04464003,0.07015124,0.12168220,0.19183344
1460,0.01697689,0.04368883,0.07202676,0.12395434,0.19598110
1461,0.01654124,0.04181042,0.07062358,0.12645245,0.19707603
1462,0.01638971,0.04778197,0.06860566,0.12491648,0.19352214
1463,0.01624561,0.04179396,0.07329830,0.12381138,0.19710968
1464,0.01654854,0.04048463,0.07020161,0.12393608,0.19413769
1465,0.01703906,0.04290124,0.06568724,0.12337696,0.18906420
1466,0.01574973,0.04337456,0.06861395,0.12319349,0.19180743
1467,0.01574293,0.04102964,0.06991215,0.12260455,0.19251670
1468,0.01847720,0.04362816,0.06642138,0.12280425,0.18922563
1469,0.01561770,0.04430854,0.07001141,0.12119618,0.19120759
1470,0.01652196,0.04724937,0.07073328,0.11862165,0.18935493
1471,0.01536239,0.03927847,0.06855561,0.11928219,0.18783779
1472,0.01576272,0.04247076,0.06880149,0.12378170,0.19258319
1473,0.01739705,0.04808160,0.06907982,0.12441506,0.19349489
1474,0.01688707,0.04591244,0.06674992,0.12185030,0.18860022
1475,0.01556708,0.04517090,0.06745340,0.11843792,0.18589132
1476,0.01442838,0.03849762,0.07000987,0.12126925,0.19127912
1477,0.01610387,0.04153716,0.07010183,0.12559375,0.19569559
1478,0.01572678,0.04316441,0.06897945,0.12432995,0.19330940
1479,0.01570804,0.04100875,0.06784149,0.11988636,0.18772785
1480,0.01553457,0.03842027,0.06915550,0.12005670,0.18921220
1481,0.01681250,0.03915477,0.06863844,0.12449697,0.19313541
1482,0.01559110,0.04846677,0.06632670,0.12637837,0.19270507
1483,0.01706763,0.04453769,0.06716409,0.12420300,0.19136708
1484,0.01592642,0.04285651,0.06707711,0.12102963,0.18810674
1485,0.01653433,0.04315907,0.06578816,0.11928783,0.18507599
1486,0.01610290,0.04108169,0.06567883,0.11992193,0.18560076
1487,0.01830796,0.04341035,0.06620470,0.12018171,0.18638641
1488,0.01788870,0.04321143,0.06547557,0.12053281,0.18600838
1489,0.01485398,0.04647981,0.06728973,0.11961630,0.18690603
1490,0.01630066,0.04297620,0.06831341,0.11846296,0.18677637
1491,0.01687751,0.03891624,0.06640816,0.11854240,0.18495056
1492,0.01651076,0.04116134,0.06548537,0.12022819,0.18571356
1493,0.01562245,0.05030572,0.06645828,0.11933564,0.18579392
1494,0.01718507,0.03879955,0.06687202,0.11847685,0.18534888
1495,0.01592139,0.04618214,0.06602757,0.12228288,0.18831045
1496,0.01633852,0.04222904,0.06795280,0.12920161,0.19715440
1497,0.01528447,0.04309887,0.07059768,0.12999637,0.20059405
1498,0.01678547,0.04700581,0.06826899,0.12574191,0.19401091
1499,0.01695793,0.04831716,0.06887325,0.12118754,0.19006079
1500,0.01633637,0.04333001,0.06876182,0.12336696,0.19212878
1501,0.01494104,0.04149172,0.06578657,0.12459428,0.19038085
1502,0.01644496,0.04614025,0.06759814,0.12378824,0.19138638
1503,0.01571096,0.04355506,0.06760937,0.12382727,0.19143664
1504,0.01588332,0.04912843,0.06695725,0.12791273,0.19486998
1505,0.01594658,0.04732141,0.06573450,0.12745322,0.19318772
1506,0.01662769,0.04213208,0.06661499,0.12661023,0.19322522
1507,0.01541677,0.04202313,0.06608991,0.12717897,0.19326887
1508,0.01571693,0.04421182,0.06643511,0.12636074,0.19279586
1509,0.01642166,0.04540434,0.06754407,0.12075817,0.18830224
1510,0.01732982,0.04567916,0.06674405,0.11846595,0.18521000
1511,0.01606339,0.03767896,0.06628709,0.12411910,0.19040618
1512,0.01675999,0.04730374,0.06667359,0.12821628,0.19488987
1513,0.01645336,0.04439806,0.06901032,0.12575066,0.19476099
1514,0.01656435,0.04549466,0.06626975,0.12240315,0.18867290
1515,0.01528576,0.04222415,0.06825899,0.12272328,0.19098227
1516,0.01482918,0.04239742,0.06873000,0.12520835,0.19393835
1517,0.01694597,0.04235967,0.06754126,0.12555102,0.19309228
1518,0.01754924,0.04511258,0.06802864,0.12264146,0.19067010
1519,0.01655846,0.04281874,0.06710188,0.12004369,0.18714558
1520,0.01479868,0.04460473,0.06587157,0.12017322,0.18604479
1521,0.01491861,0.04402739,0.06762200,0.12156953,0.18919153
1522,0.01592431,0.04331692,0.07024756,0.12164044,0.19188800
1523,0.01492808,0.04024610,0.06737919,0.12061676,0.18799596
1524,0.01557341,0.03986314,0.06487712,0.12037343,0.18525054
1525,0.01568690,0.03994125,0.06549639,0.12229312,0.18778951
1526,0.01640266,0.04818495,0.06603879,0.12540640,0.19144519
1527,0.01466923,0.04726154,0.06679276,0.12647906,0.19327182
1528,0.01546451,0.03877164,0.06688945,0.12453161,0.19142106
1529,0.01707426,0.04159171,0.06627841,0.12119695,0.18747535
1530,0.01537652,0.04288402,0.06707057,0.11972614,0.18679671
1531,0.01492111,0.04208736,0.06762919,0.11985112,0.18748031
1532,0.01528514,0.04062564,0.06734452,0.12111722,0.18846174
1533,0.01620197,0.04174861,0.06619946,0.11988056,0.18608002
1534,0.01618213,0.04554927,0.06638145,0.11807847,0.18445992
1535,0.01531796,0.04332118,0.06635728,0.11700846,0.18336574
1536,0.01664000,0.03990002,0.06529923,0.11829361,0.18359284
1537,0.01590500,0.04105271,0.06458873,0.12025356,0.18484228
1538,0.01517877,0.04151019,0.06550469,0.12197805,0.18748274
1539,0.01464934,0.04992677,0.06492116,0.12239941,0.18732057
1540,0.01656271,0.04481972,0.06381436,0.12107597,0.18489032
1541,0.01489092,0.04305144,0.06382996,0.12007463,0.18390459
1542,0.01609029,0.03933390,0.06454914,0.11971384,0.18426298
1543,0.01560632,0.04273051,0.06490736,0.11894839,0.18385574
1544,0.01675049,0.04054891,0.06484211,0.11844499,0.18328710
1545,0.01632292,0.03729100,0.06601369,0.11809260,0.18410629
1546,0.01494816,0.04200117,0.06606828,0.11811433,0.18418261
1547,0.01521642,0.04025855,0.06621986,0.11761914,0.18383900
1548,0.01564394,0.03956058,0.06688818,0.11829788,0.18518606
1549,0.01384384,0.04466810,0.06699993,0.11961492,0.18661485
1550,0.01540809,0.03853942,0.06634076,0.12116411,0.18750487
1551,0.01729706,0.03931785,0.06626545,0.12160560,0.18787105
1552,0.01684341,0.04164588,0.06533223,0.12137230,0.18670453
1553,0.01645304,0.04151691,0.06564353,0.12226203,0.18790556
1554,0.01543140,0.05227912,0.06640808,0.12133213,0.18774021
1555,0.01524995,0.04076607,0.06477710,0.11888360,0.18366070
1556,0.01632564,0.03988152,0.06487419,0.11768647,0.18256065
1557,0.01491393,0.03979814,0.06502268,0.11812258,0.18314525
1558,0.01453859,0.03802100,0.06543563,0.11867259,0.18410822
1559,0.01700172,0.04222185,0.06467701,0.11858415,0.18326116
1560,0.01635661,0.03831379,0.06506269,0.11877745,0.18384014
1561,0.01580413,0.03672736,0.06707215,0.11880939,0.18588154
1562,0.01597165,0.03852564,0.06701343,0.11926655,0.18627997
1563,0.01512481,0.04055247,0.06587901,0.11886259,0.18474160
1564,0.01575807,0.04105233,0.06864034,0.12004562,0.18868595
1565,0.01655046,0.03818768,0.06867133,0.12231854,0.19098987
1566,0.01659548,0.04304638,0.06566562,0.12326744,0.18893306
1567,0.01604649,0.04650752,0.06768723,0.12362989,0.19131712
1568,0.01709683,0.04644862,0.06912048,0.12355686,0.19267734
1569,0.01714849,0.04733875,0.06729489,0.12342635,0.19072124
1570,0.01572449,0.04437356,0.06580757,0.12138766,0.18719523
1571,0.01499515,0.04674206,0.06937991,0.11869372,0.18807364
1572,0.01640334,0.04286950,0.07002039,0.11958022,0.18960061
1573,0.01751458,0.04188775,0.06551130,0.12137154,0.18688284
1574,0.01516005,0.04156960,0.06499343,0.12350962,0.18850305
1575,0.01394141,0.04445301,0.06483251,0.12200820,0.18684071
1576,0.01757801,0.04920846,0.06468103,0.11794050,0.18262153
1577,0.01556653,0.04245354,0.06461705,0.11659958,0.18121663
1578,0.01506520,0.03928697,0.06494292,0.11741885,0.18236177
1579,0.01588076,0.03832567,0.06396738,0.11966284,0.18363023
1580,0.01372047,0.04584778,0.06468128,0.12125460,0.18593588
1581,0.01435983,0.05314435,0.06663349,0.12058774,0.18722122
1582,0.01633938,0.03947394,0.06626657,0.11929056,0.18555713
1583,0.01504933,0.04099958,0.06534058,0.11735705,0.18269763
1584,0.01610588,0.03908243,0.06537405,0.11845370,0.18382775
1585,0.01517747,0.04522360,0.06660402,0.11876239,0.18536641
1586,0.01521366,0.04293739,0.06526553,0.11863097,0.18389650
1587,0.01481964,0.03533657,0.06562789,0.11820971,0.18383760
1588,0.01609451,0.03574295,0.06615885,0.11794192,0.18410077
1589,0.01494689,0.03819430,0.06623474,0.11858911,0.18482385
1590,0.01483144,0.03972170,0.06587654,0.11803932,0.18391585
1591,0.01576576,0.04096183,0.06549837,0.11743124,0.18292961
1592,0.01537967,0.03698371,0.06495801,0.12046790,0.18542591
1593,0.01474889,0.03869741,0.06568051,0.12032364,0.18600415
1594,0.01485250,0.04407692,0.06657316,0.11732339,0.18389655
1595,0.01450893,0.04321335,0.06531306,0.11899392,0.18430699
1596,0.01442946,0.03966237,0.06379417,0.12039761,0.18419177
1597,0.01370056,0.04566274,0.06336350,0.11979272,0.18315622
1598,0.01529984,0.04337404,0.06334766,0.11760158,0.18094924
1599,0.01456506,0.04005711,0.06684060,0.11591085,0.18275145
1600,0.01487758,0.04001448,0.06787248,0.11575209,0.18362457
1601,0.01462773,0.03912512,0.06544111,0.11549802,0.18093913
1602,0.01517963,0.03905791,0.06742444,0.11586159,0.18328603
1603,0.01491142,0.04147931,0.07029191,0.11658251,0.18687442
1604,0.01489735,0.04128358,0.06650162,0.11764021,0.18414184
1605,0.01552839,0.04083527,0.06359015,0.11615693,0.17974707
1606,0.01586161,0.04743907,0.06395170,0.11535430,0.17930600
1607,0.01462736,0.04111258,0.06322604,0.11440262,0.17762866
1608,0.01410167,0.04273306,0.06300168,0.11413731,0.17713899
1609,0.01370942,0.03907152,0.06340332,0.11408544,0.17748876
1610,0.01437813,0.04247896,0.06378126,0.11461460,0.17839586
1611,0.01416154,0.03596780,0.06444067,0.11486742,0.17930809
1612,0.01518697,0.04414468,0.06377829,0.11528062,0.17905891
1613,0.01363172,0.04285887,0.06258266,0.11601496,0.17859761
1614,0.01497779,0.03991864,0.06397143,0.11606431,0.18003574
1615,0.01512370,0.04137453,0.06376373,0.11491599,0.17867972
1616,0.01347910,0.04312671,0.06489172,0.11376425,0.17865597
1617,0.01520559,0.04258224,0.06437004,0.11402070,0.17839074
1618,0.01380315,0.03735319,0.06323606,0.11443843,0.17767449
1619,0.01563474,0.03753442,0.06648895,0.11674232,0.18323127
1620,0.01592751,0.03901626,0.06571569,0.11878508,0.18450076
1621,0.01542612,0.03915289,0.06277542,0.11951229,0.18228771
1622,0.01464794,0.03858070,0.06524184,0.11850856,0.18375040
1623,0.01475368,0.03977957,0.06832764,0.11686739,0.18519503
1624,0.01527957,0.03632133,0.06461193,0.11402512,0.17863704
1625,0.01585945,0.04208917,0.06443119,0.11264130,0.17707250
1626,0.01548659,0.04034405,0.06902017,0.11272018,0.18174036
1627,0.01695674,0.03588589,0.07145078,0.11375889,0.18520968
1628,0.01670394,0.03548215,0.07006668,0.11380321,0.18386989
1629,0.01703353,0.04333433,0.07554894,0.11386740,0.18941634
1630,0.01691153,0.04055061,0.06874561,0.11427729,0.18302289
1631,0.01551411,0.04256735,0.06622917,0.11581626,0.18204543
1632,0.01448604,0.03792806,0.06952310,0.11704302,0.18656611
1633,0.01563300,0.04345598,0.06848615,0.11690103,0.18538719
1634,0.01602290,0.04153694,0.06433036,0.11570176,0.18003213
1635,0.01458558,0.03763966,0.06675682,0.11542444,0.18218126
1636,0.01627863,0.04103493,0.06944580,0.11591185,0.18535765
1637,0.01476289,0.04635179,0.06818795,0.11611951,0.18430746
1638,0.01457211,0.03771489,0.06552974,0.11560400,0.18113374
1639,0.01335811,0.03907760,0.06576104,0.11385870,0.17961974
1640,0.01576068,0.04122546,0.06493164,0.11140834,0.17633998
1641,0.01568372,0.03698015,0.06287103,0.11111243,0.17398346
1642,0.01348022,0.03529095,0.06439710,0.11221603,0.17661313
1643,0.01626113,0.04098779,0.06613129,0.11301860,0.17914990
1644,0.01450188,0.03972923,0.06613638,0.11249415,0.17863052
1645,0.01451368,0.03676454,0.06584831,0.11181330,0.17766161
1646,0.01415651,0.03813846,0.06557066,0.11156663,0.17713729
1647,0.01555199,0.03970823,0.06489093,0.11266249,0.17755342
1648,0.01392748,0.04000079,0.06447429,0.11482468,0.17929897
1649,0.01463592,0.03660087,0.06361365,0.11613214,0.17974579
1650,0.01512150,0.04103533,0.06280778,0.11714948,0.17995726
1651,0.01566405,0.04015272,0.06293167,0.11786957,0.18080124
1652,0.01428338,0.04220137,0.06278706,0.11617812,0.17896518
1653,0.01516686,0.04348562,0.06434374,0.11481059,0.17915433
1654,0.01471148,0.03621449,0.06463157,0.11420729,0.17883886
1655,0.01537122,0.03788030,0.06266200,0.11412746,0.17678946
1656,0.01493745,0.03776216,0.06255399,0.11448263,0.17703661
1657,0.01482465,0.03672338,0.06458324,0.11378474,0.17836798
1658,0.01436385,0.03932367,0.06735843,0.11310168,0.18046012
1659,0.01472959,0.03954041,0.06729113,0.11238419,0.17967533
1660,0.01639257,0.03830355,0.06497174,0.11266309,0.17763483
1661,0.01339260,0.03660630,0.06476223,0.11538406,0.18014628
1662,0.01504379,0.03792327,0.06460296,0.11668798,0.18129094
1663,0.01480905,0.03802006,0.06383432,0.11667147,0.18050579
1664,0.01544143,0.03921751,0.06501186,0.11678678,0.18179864
1665,0.01458038,0.04041977,0.06555283,0.11635105,0.18190388
1666,0.01313874,0.03710683,0.06512780,0.11520542,0.18033323
1667,0.01395013,0.04018535,0.06498916,0.11349481,0.17848398
1668,0.01561582,0.04253923,0.06676175,0.11281059,0.17957234
1669,0.01576529,0.03931631,0.06662524,0.11351831,0.18014355
1670,0.01472841,0.03824552,0.06322071,0.11658558,0.17980628
1671,0.01514949,0.04330124,0.06664912,0.11575358,0.18240270
1672,0.01616128,0.04100149,0.06649823,0.11242404,0.17892227
1673,0.01643746,0.03961800,0.06574301,0.11340299,0.17914601
1674,0.01523455,0.04000555,0.06601334,0.11470384,0.18071718
1675,0.01495086,0.03422970,0.06476711,0.11457529,0.17934240
1676,0.01474915,0.04349181,0.06806398,0.11397818,0.18204216
1677,0.01565303,0.03825084,0.06906212,0.11398488,0.18304700
1678,0.01450235,0.03682018,0.06520707,0.11504856,0.18025564
1679,0.01470928,0.03992449,0.06472670,0.11490727,0.17963397
1680,0.01325097,0.04055545,0.06733987,0.11474392,0.18208379
1681,0.01484260,0.03858530,0.06606821,0.11383409,0.17990230
1682,0.01413208,0.03878198,0.06421004,0.11383409,0.17804413
1683,0.01486127,0.03860892,0.06425362,0.11383463,0.17808826
1684,0.01418477,0.03318707,0.06644932,0.11399407,0.18044339
1685,0.01475122,0.03805410,0.06434219,0.11553465,0.17987684
1686,0.01414327,0.03678248,0.06505729,0.11931471,0.18437199
1687,0.01595745,0.04272431,0.06379797,0.11888514,0.18268312
1688,0.01473339,0.04144134,0.06261634,0.11301631,0.17563266
1689,0.01585394,0.04278990,0.06411196,0.11171568,0.17582764
1690,0.01463473,0.04346213,0.06303880,0.11060379,0.17364259
1691,0.01415942,0.03561426,0.06318785,0.11125863,0.17444647
1692,0.01510211,0.03696410,0.06424388,0.11272799,0.17697187
1693,0.01441471,0.03931875,0.06458580,0.11362592,0.17821173
1694,0.01378334,0.03753191,0.06440138,0.11200318,0.17640456
1695,0.01394291,0.03778543,0.06433896,0.11212181,0.17646077
1696,0.01479340,0.04113200,0.06496122,0.11371516,0.17867639
1697,0.01516616,0.03930137,0.06514011,0.11457807,0.17971818
1698,0.01529210,0.04229044,0.06448071,0.11594564,0.18042635
1699,0.01385968,0.04244204,0.06459463,0.11610302,0.18069766
1700,0.01393222,0.03866726,0.06543808,0.11407133,0.17950941
1701,0.01483697,0.03546916,0.06677157,0.11420795,0.18097953
1702,0.01615172,0.03642921,0.06545975,0.11440446,0.17986421
1703,0.01391867,0.04256515,0.06332152,0.11316478,0.17648630
1704,0.01433767,0.04298879,0.06268692,0.11310656,0.17579348
1705,0.01391116,0.03675510,0.06352964,0.11377271,0.17730235
1706,0.01436396,0.04500531,0.06379569,0.11440969,0.17820539
1707,0.01408133,0.04045469,0.06271228,0.11439970,0.17711198
1708,0.01517276,0.04047397,0.06291851,0.11469872,0.17761724
1709,0.01721146,0.03919843,0.06570113,0.11758941,0.18329053
1710,0.01553338,0.04274020,0.06511953,0.11742652,0.18254606
1711,0.01440334,0.04037004,0.06479071,0.11526851,0.18005922
1712,0.01493214,0.03859293,0.06506263,0.11231606,0.17737868
1713,0.01463377,0.03619805,0.06648982,0.11170834,0.17819817
1714,0.01495522,0.03730627,0.06760623,0.11351316,0.18111939
1715,0.01573626,0.03991476,0.06669624,0.11314963,0.17984587
1716,0.01504305,0.03761498,0.06379002,0.11195808,0.17574810
1717,0.01265485,0.03711035,0.06497598,0.11312405,0.17810003
1718,0.01413009,0.04484875,0.06563732,0.11396000,0.17959732
1719,0.01483878,0.03638536,0.06477347,0.11433633,0.17910980
1720,0.01507595,0.03826972,0.06444418,0.11456655,0.17901073
1721,0.01434164,0.03784363,0.06413480,0.11485168,0.17898648
1722,0.01436805,0.03764564,0.06403878,0.11384777,0.17788655
1723,0.01492935,0.03968747,0.06457100,0.11399367,0.17856467
